True_Class,Reflectance_B02,Reflectance_B03,Reflectance_B04,Reflectance_B08,Reflectance_B05,Reflectance_B06,Reflectance_B07,Reflectance_B11,Reflectance_B12,Reflectance_B8A,Reflectance_B01,Reflectance_B09,Reflectance_Stan_B02,Reflectance_Stan_B03,Reflectance_Stan_B04,Reflectance_Stan_B08,Reflectance_Stan_B05,Reflectance_Stan_B06,Reflectance_Stan_B07,Reflectance_Stan_B11,Reflectance_Stan_B12,Reflectance_Stan_B8A,Reflectance_Stan_B01,Reflectance_Stan_B09,NDVI,NDWI
Microphytobenthos,857,1176,958,2176,1695,1993,2021,1383,788,2067,754,2058,0.07243319268635724,0.2967651195499297,0.14345991561181434,1,0.6617440225035162,0.8713080168776371,0.8909985935302391,0.44233473980309423,0.02390998593530239,0.9233473980309423,0,0.9170182841068916,0.3886407147415444,-0.29832935560859186
Microphytobenthos,882,1194,992,2104,1695,1993,2021,1383,788,2067,754,2058,0.0948148148148148,0.32592592592592595,0.17629629629629628,1,0.697037037037037,0.9177777777777778,0.9385185185185184,0.4659259259259259,0.02518518518518518,0.9725925925925926,0,0.965925925925926,0.35917312661498707,-0.2759248029108551
Microphytobenthos,935,1158,1019,2060,1764,2071,2034,1401,801,2143,754,2058,0.1303095752339813,0.2908567314614831,0.19078473722102232,0.9402447804175668,0.7271418286537077,0.9481641468682506,0.9215262778977682,0.4658027357811375,0.03383729301655867,1,0,0.9388048956083512,0.33809678467034754,-0.2802983219390926
Microphytobenthos,934,1288,1104,2334,1764,2071,2034,1401,801,2143,754,2058,0.1139240506329114,0.3379746835443038,0.22151898734177217,1,0.6392405063291139,0.8335443037974684,0.810126582278481,0.409493670886076,0.02974683544303797,0.8791139240506329,0,0.8253164556962025,0.35776614310645727,-0.2887907233572612
Microphytobenthos,846,1168,971,2168,1739,1982,2091,1351,777,2086,757,2002,0.06307583274273565,0.29128277817150955,0.15166548547129696,1,0.6959603118355776,0.8681785967399008,0.9454287739192062,0.4209780297661233,0.0141743444365698,0.9418851878100638,0,0.8823529411764706,0.38133163427843264,-0.2997601918465228
Microphytobenthos,844,1136,956,2092,1739,1982,2091,1351,777,2086,757,2002,0.0651685393258427,0.28389513108614234,0.149063670411985,1,0.7355805243445693,0.9176029962546816,0.999250936329588,0.4449438202247191,0.0149812734082397,0.995505617977528,0,0.9325842696629212,0.3727034120734909,-0.29615861214374223
Microphytobenthos,878,1186,976,2242,1726,1997,2080,1363,762,2089,757,2002,0.08148148148148149,0.28888888888888886,0.14747474747474748,1,0.6525252525252525,0.835016835016835,0.8909090909090909,0.4080808080808081,0.00336700336700336,0.896969696969697,0,0.8383838383838383,0.3934120571783716,-0.3080513418903151
Microphytobenthos,925,1198,1024,2192,1726,1997,2080,1363,762,2089,757,2002,0.11707317073170732,0.3073170731707317,0.18606271777003483,1,0.6752613240418118,0.8641114982578397,0.9219512195121952,0.42229965156794425,0.00348432055749128,0.9282229965156794,0,0.867595818815331,0.36318407960199006,-0.29321533923303833
Microphytobenthos,880,1176,990,2244,1709,1960,2034,1312,726,2062,757,2002,0.10144927536231883,0.2964426877470356,0.17391304347826086,1,0.647562582345191,0.8129117259552042,0.8616600790513834,0.38603425559947296,0,0.8801054018445322,0.02042160737812911,0.8405797101449275,0.3877551020408163,-0.312280701754386
Microphytobenthos,862,1138,925,2156,1709,1960,2034,1312,726,2062,757,2002,0.0951048951048951,0.2881118881118881,0.13916083916083916,1,0.6874125874125874,0.862937062937063,0.9146853146853148,0.4097902097902098,0,0.9342657342657342,0.02167832167832167,0.8923076923076924,0.39954560207724765,-0.30904675166970247
