True_Class,Reflectance_B02,Reflectance_B03,Reflectance_B04,Reflectance_B08,Reflectance_B05,Reflectance_B06,Reflectance_B07,Reflectance_B11,Reflectance_B12,Reflectance_B8A,Reflectance_B01,Reflectance_B09,Reflectance_Stan_B02,Reflectance_Stan_B03,Reflectance_Stan_B04,Reflectance_Stan_B08,Reflectance_Stan_B05,Reflectance_Stan_B06,Reflectance_Stan_B07,Reflectance_Stan_B11,Reflectance_Stan_B12,Reflectance_Stan_B8A,Reflectance_Stan_B01,Reflectance_Stan_B09,NDVI,NDWI
Microphytobenthos,529,777,817,1236,1147,1197,1267,994,584,1290,471,1021,0.07081807081807082,0.3736263736263736,0.42246642246642246,0.934065934065934,0.8253968253968254,0.8864468864468864,0.971916971916972,0.6385836385836385,0.13797313797313798,1,0,0.6715506715506715,0.20409157330735508,-0.22801788375558868
Microphytobenthos,532,784,808,1234,1130,1196,1234,955,545,1281,471,1021,0.07530864197530865,0.38641975308641974,0.4160493827160494,0.9419753086419752,0.8135802469135802,0.8950617283950617,0.9419753086419752,0.5975308641975309,0.09135802469135802,1,0,0.6790123456790124,0.20861900097943192,-0.22299306243805747
Microphytobenthos,534,798,825,1212,1130,1196,1234,955,545,1281,471,1021,0.07777777777777778,0.4037037037037038,0.43703703703703706,0.9148148148148147,0.8135802469135802,0.8950617283950617,0.9419753086419752,0.5975308641975309,0.09135802469135802,1,0,0.6790123456790124,0.18998527245949923,-0.20597014925373133
Microphytobenthos,546,772,808,1216,1134,1175,1248,890,535,1247,453,1005,0.1169811320754717,0.40125786163522015,0.44654088050314467,0.959748427672956,0.8566037735849057,0.9081761006289308,1,0.549685534591195,0.10314465408805032,0.99874213836478,0,0.6943396226415094,0.2015810276679842,-0.22334004024144868
Microphytobenthos,554,751,800,1206,1134,1175,1248,890,535,1247,453,1005,0.1270440251572327,0.37484276729559746,0.43647798742138366,0.9471698113207548,0.8566037735849057,0.9081761006289308,1,0.549685534591195,0.10314465408805032,0.99874213836478,0,0.6943396226415094,0.2023928215353938,-0.2324987225344916
Microphytobenthos,537,747,782,1210,1131,1168,1228,795,464,1255,453,1005,0.10473815461346632,0.36658354114713215,0.4102244389027431,0.9438902743142144,0.8453865336658354,0.8915211970074813,0.9663341645885288,0.4264339152119701,0.01371571072319202,1,0,0.6882793017456359,0.214859437751004,-0.23658661216147164
Microphytobenthos,519,736,777,1216,1131,1168,1228,795,464,1255,453,1005,0.08229426433915212,0.35286783042394015,0.40399002493765584,0.9513715710723192,0.8453865336658354,0.8915211970074813,0.9663341645885288,0.4264339152119701,0.01371571072319202,1,0,0.6882793017456359,0.22027094831911692,-0.2459016393442623
Microphytobenthos,516,760,790,1180,1125,1147,1221,755,439,1235,453,1005,0.09673366834170856,0.40326633165829145,0.44095477386934673,0.9309045226130652,0.8618090452261307,0.8894472361809045,0.9824120603015076,0.3969849246231156,0,1,0.01758793969849246,0.7110552763819096,0.19796954314720813,-0.21649484536082475
Microphytobenthos,520,762,802,1188,1125,1147,1221,755,439,1235,453,1005,0.10175879396984924,0.4057788944723618,0.4560301507537689,0.9409547738693468,0.8618090452261307,0.8894472361809045,0.9824120603015076,0.3969849246231156,0,1,0.01758793969849246,0.7110552763819096,0.19396984924623115,-0.21846153846153848
Microphytobenthos,516,764,810,1222,1135,1151,1207,760,439,1213,454,976,0.0983397190293742,0.41507024265644954,0.47381864623243936,1,0.8888888888888888,0.909323116219668,0.9808429118773946,0.4099616858237548,0,0.9885057471264368,0.01915708812260536,0.685823754789272,0.20275590551181105,-0.23061430010070497
Bare Sediment,521,756,838,1168,1135,1151,1207,760,439,1213,454,976,0.10594315245478036,0.4095607235142119,0.5155038759689923,0.9418604651162792,0.8992248062015504,0.9198966408268734,0.992248062015504,0.41472868217054265,0,1,0.01937984496124031,0.6937984496124031,0.16450648055832504,-0.21413721413721415
Bare Sediment,524,760,832,1176,1132,1126,1196,776,447,1243,454,976,0.09673366834170856,0.39321608040201006,0.4836683417085427,0.9158291457286432,0.8605527638190955,0.8530150753768844,0.9409547738693468,0.4133165829145729,0,1,0.00879396984924623,0.664572864321608,0.17131474103585656,-0.21487603305785125
Microphytobenthos,547,758,813,1200,1132,1126,1196,776,447,1243,454,976,0.12562814070351758,0.3907035175879397,0.4597989949748744,0.9459798994974874,0.8605527638190955,0.8530150753768844,0.9409547738693468,0.4133165829145729,0,1,0.00879396984924623,0.664572864321608,0.19225037257824143,-0.2257405515832482
