True_Class,Reflectance_B02,Reflectance_B03,Reflectance_B04,Reflectance_B08,Reflectance_B05,Reflectance_B06,Reflectance_B07,Reflectance_B11,Reflectance_B12,Reflectance_B8A,Reflectance_B01,Reflectance_B09,Reflectance_Stan_B02,Reflectance_Stan_B03,Reflectance_Stan_B04,Reflectance_Stan_B08,Reflectance_Stan_B05,Reflectance_Stan_B06,Reflectance_Stan_B07,Reflectance_Stan_B11,Reflectance_Stan_B12,Reflectance_Stan_B8A,Reflectance_Stan_B01,Reflectance_Stan_B09,NDVI,NDWI
Bare Sediment,600,750,885,1220,1017,1076,1164,449,194,1220,512,986,0.3957115009746589,0.5419103313840156,0.6734892787524367,1,0.8021442495126706,0.8596491228070176,0.9454191033138402,0.2485380116959064,0,1,0.30994152046783624,0.7719298245614035,0.15914489311163896,-0.23857868020304568
Bare Sediment,602,788,883,1194,1092,1165,1264,279,138,1278,512,986,0.4070175438596491,0.5701754385964912,0.6535087719298246,0.9263157894736842,0.8368421052631579,0.9008771929824562,0.987719298245614,0.1236842105263158,0,1,0.3280701754385965,0.743859649122807,0.14973519499277804,-0.2048435923309788
Bare Sediment,652,886,1026,1348,1092,1165,1264,279,138,1278,512,986,0.42479338842975206,0.6181818181818182,0.7338842975206612,1,0.7884297520661157,0.8487603305785124,0.9305785123966942,0.11652892561983472,0,0.9421487603305784,0.3090909090909091,0.7008264462809918,0.13563605728727884,-0.20680393912264997
Bare Sediment,728,970,1142,1556,1306,1388,1488,217,171,1488,512,986,0.40216606498194946,0.5768953068592058,0.7010830324909747,1,0.8194945848375451,0.8787003610108304,0.9509025270758122,0.0332129963898917,0,0.9509025270758122,0.24620938628158845,0.5884476534296029,0.15344699777613047,-0.23198733174980204
Bare Sediment,756,1010,1196,1602,1306,1388,1488,217,171,1488,512,986,0.4088050314465409,0.5863032844164919,0.716282320055905,1,0.793151642208246,0.8504542278127184,0.920335429769392,0.03214535290006988,0,0.920335429769392,0.23829489867225717,0.5695317959468903,0.1451036454610436,-0.22664624808575803
Bare Sediment,769,1036,1226,1554,1372,1441,1499,235,217,1485,586,675,0.4128646222887061,0.612565445026178,0.7546746447270007,1,0.8638743455497382,0.9154824233358264,0.9588631264023936,0.01346297681376215,0,0.9483919222139118,0.27599102468212416,0.3425579655946148,0.11798561151079136,-0.2
Bare Sediment,784,1056,1236,1510,1372,1441,1499,235,217,1485,586,675,0.4385150812064965,0.6488785769528229,0.7880897138437741,1,0.8932714617169374,0.9466357308584686,0.991492652745553,0.01392111368909512,0,0.9806651198762568,0.2853828306264501,0.354215003866976,0.09978150036416604,-0.17692907248636008
Bare Sediment,814,1074,1256,1424,1373,1345,1397,237,219,1258,586,675,0.4937759336099586,0.7095435684647303,0.8605809128630706,1,0.957676348547718,0.9344398340248964,0.9775933609958506,0.01493775933609958,0,0.862240663900415,0.30456431535269707,0.3784232365145228,0.0626865671641791,-0.14011208967173738
Bare Sediment,792,1072,1240,1298,1373,1345,1397,237,219,1258,586,675,0.4864176570458404,0.7241086587436333,0.866723259762309,0.9159592529711376,0.9796264855687606,0.9558573853989814,1,0.01528013582342954,0,0.8820033955857386,0.31154499151103565,0.3870967741935484,0.02285263987391646,-0.09535864978902954
Bare Sediment,773,1072,1260,1542,1422,1458,1541,281,260,1453,641,740,0.4001560062402496,0.6333853354134166,0.7800312012480499,1,0.906396255850234,0.9344773790951638,0.999219968798752,0.01638065522620905,0,0.9305772230889237,0.297191887675507,0.374414976599064,0.1006423982869379,-0.17980107115531752
